,background radiations,background radiations,E11t,E11g,E12t,E12g,E13t,E13g,E21t,E21g,E22t,E22g,E23t,E23g,E31t,E31g,E32t,E32g,E33t,E33g,E34t,E34g,E35t,E35g,E36t,E36g,E37t,E37g,E38t,E38g,E39t,E39g,E310t,E310g,E311t,E311g,E312t,E312g,E313t,E313g,E314t,E314g,E315t,E315g,E316t,E316g,E317t,E317g,E318t,E318g,E319t,E319g,E320t,E320g,E41t,E41g,E42t,E42g,E43t,E43g,E44t,E44g,E45t,E45g
,54.600,0,54.600,2,54.600,7,54.600,3,,,,,,,27.300,1,27.300,1,27.300,0,27.300,0,27.300,1,27.300,1,27.300,0,27.300,2,27.300,2,27.300,1,27.300,1,27.300,0,27.300,1,27.300,0,27.300,1,27.300,1,27.300,3,27.300,1,27.300,0,27.300,0,,,,,,,,,,
,54.800,0,54.800,5,54.800,4,54.800,1,,,,,,,27.400,0,27.400,1,27.400,2,27.400,1,27.400,0,27.400,0,27.400,0,27.400,3,27.400,3,27.400,1,27.400,1,27.400,0,27.400,0,27.400,1,27.400,3,27.400,0,27.400,0,27.400,2,27.400,2,27.400,1,,,,,,,,,,
,55.000,1,55.000,2,55.000,2,55.000,1,,,,,,,27.500,5,27.500,0,27.500,1,27.500,3,27.500,1,27.500,1,27.500,2,27.500,1,27.500,2,27.500,1,27.500,0,27.500,2,27.500,2,27.500,1,27.500,2,27.500,0,27.500,0,27.500,2,27.500,1,27.500,1,,,,,,,,,,
,55.200,0,55.200,2,55.200,3,55.200,6,,,,,,,27.600,3,27.600,2,27.600,1,27.600,1,27.600,0,27.600,1,27.600,0,27.600,3,27.600,0,27.600,0,27.600,1,27.600,0,27.600,0,27.600,1,27.600,1,27.600,0,27.600,2,27.600,0,27.600,0,27.600,2,,,,,,,,,,
,55.400,0,55.400,4,55.400,0,55.400,3,,,,,,,27.700,1,27.700,0,27.700,0,27.700,2,27.700,3,27.700,6,27.700,0,27.700,1,27.700,4,27.700,0,27.700,0,27.700,1,27.700,0,27.700,0,27.700,1,27.700,2,27.700,1,27.700,0,27.700,0,27.700,1,,,,,,,,,,
,55.600,0,55.600,4,55.600,7,55.600,5,,,,,,,27.800,0,27.800,2,27.800,1,27.800,1,27.800,0,27.800,2,27.800,0,27.800,2,27.800,1,27.800,1,27.800,0,27.800,2,27.800,4,27.800,2,27.800,2,27.800,4,27.800,3,27.800,0,27.800,1,27.800,2,,,,,,,,,,
,55.800,0,55.800,3,55.800,0,55.800,1,,,,,,,27.900,1,27.900,0,27.900,4,27.900,3,27.900,1,27.900,2,27.900,0,27.900,0,27.900,0,27.900,2,27.900,0,27.900,3,27.900,2,27.900,1,27.900,1,27.900,0,27.900,3,27.900,1,27.900,4,27.900,3,,,,,,,,,,
,56.000,0,56.000,2,56.000,4,56.000,1,,,,,,,28.000,1,28.000,0,28.000,1,28.000,0,28.000,1,28.000,2,28.000,0,28.000,1,28.000,2,28.000,2,28.000,2,28.000,1,28.000,1,28.000,3,28.000,3,28.000,2,28.000,2,28.000,2,28.000,2,28.000,2,,,,,,,,,,
,56.200,0,56.200,0,56.200,6,56.200,2,,,,,,,28.100,1,28.100,1,28.100,1,28.100,0,28.100,2,28.100,1,28.100,2,28.100,0,28.100,2,28.100,3,28.100,0,28.100,0,28.100,0,28.100,1,28.100,0,28.100,0,28.100,2,28.100,2,28.100,0,28.100,1,,,,,,,,,,
,56.400,0,56.400,3,56.400,0,56.400,3,,,,,,,28.200,4,28.200,2,28.200,1,28.200,1,28.200,1,28.200,0,28.200,2,28.200,1,28.200,1,28.200,1,28.200,0,28.200,0,28.200,1,28.200,1,28.200,1,28.200,0,28.200,1,28.200,2,28.200,2,28.200,2,,,,,,,,,,
,56.600,0,56.600,2,56.600,3,56.600,3,,,,,,,28.300,2,28.300,0,28.300,1,28.300,3,28.300,1,28.300,3,28.300,0,28.300,0,28.300,0,28.300,3,28.300,2,28.300,0,28.300,2,28.300,1,28.300,0,28.300,2,28.300,1,28.300,2,28.300,2,28.300,1,,,,,,,,,,
,56.800,0,56.800,3,56.800,2,56.800,4,,,,,,,28.400,6,28.400,0,28.400,0,28.400,1,28.400,0,28.400,2,28.400,1,28.400,1,28.400,0,28.400,1,28.400,2,28.400,3,28.400,1,28.400,1,28.400,0,28.400,2,28.400,1,28.400,0,28.400,0,28.400,1,,,,,,,,,,
,57.000,0,57.000,0,57.000,2,57.000,2,,,,,,,28.500,2,28.500,0,28.500,2,28.500,0,28.500,4,28.500,0,28.500,1,28.500,0,28.500,1,28.500,0,28.500,0,28.500,0,28.500,3,28.500,1,28.500,1,28.500,1,28.500,0,28.500,3,28.500,0,28.500,4,,,,,,,,,,
,57.200,0,57.200,6,57.200,3,57.200,5,,,,,,,28.600,2,28.600,0,28.600,1,28.600,2,28.600,2,28.600,0,28.600,2,28.600,1,28.600,1,28.600,0,28.600,3,28.600,1,28.600,2,28.600,1,28.600,1,28.600,1,28.600,0,28.600,1,28.600,2,28.600,1,,,,,,,,,,
,57.400,0,57.400,2,57.400,2,57.400,1,,,,,,,28.700,1,28.700,0,28.700,1,28.700,1,28.700,2,28.700,1,28.700,0,28.700,0,28.700,2,28.700,1,28.700,0,28.700,3,28.700,0,28.700,0,28.700,2,28.700,0,28.700,3,28.700,1,28.700,1,28.700,1,,,,,,,,,,
,57.600,0,57.600,2,57.600,7,57.600,3,,,,,,,28.800,1,28.800,0,28.800,1,28.800,1,28.800,4,28.800,2,28.800,1,28.800,1,28.800,2,28.800,3,28.800,1,28.800,1,28.800,1,28.800,2,28.800,1,28.800,0,28.800,0,28.800,0,28.800,0,28.800,2,,,,,,,,,,
,57.800,0,57.800,1,57.800,2,57.800,2,,,,,,,28.900,1,28.900,1,28.900,1,28.900,1,28.900,1,28.900,3,28.900,0,28.900,0,28.900,1,28.900,0,28.900,0,28.900,2,28.900,0,28.900,1,28.900,2,28.900,1,28.900,0,28.900,1,28.900,1,28.900,0,,,,,,,,,,
,58.000,1,58.000,2,58.000,5,58.000,4,,,,,,,29.000,2,29.000,1,29.000,0,29.000,0,29.000,1,29.000,2,29.000,1,29.000,0,29.000,1,29.000,1,29.000,1,29.000,2,29.000,0,29.000,1,29.000,1,29.000,1,29.000,1,29.000,2,29.000,1,29.000,1,,,,,,,,,,
,58.200,0,58.200,3,58.200,2,58.200,2,,,,,,,29.100,3,29.100,0,29.100,3,29.100,1,29.100,2,29.100,0,29.100,1,29.100,1,29.100,0,29.100,1,29.100,2,29.100,3,29.100,2,29.100,0,29.100,2,29.100,0,29.100,0,29.100,1,29.100,3,29.100,1,,,,,,,,,,
,58.400,1,58.400,2,58.400,1,58.400,1,,,,,,,29.200,2,29.200,2,29.200,0,29.200,2,29.200,0,29.200,2,29.200,1,29.200,3,29.200,0,29.200,0,29.200,0,29.200,0,29.200,0,29.200,3,29.200,1,29.200,3,29.200,1,29.200,1,29.200,0,29.200,2,,,,,,,,,,
,58.600,0,58.600,3,58.600,3,58.600,0,,,,,,,29.300,2,29.300,0,29.300,0,29.300,2,29.300,2,29.300,1,29.300,1,29.300,0,29.300,5,29.300,1,29.300,1,29.300,3,29.300,4,29.300,0,29.300,2,29.300,0,29.300,1,29.300,1,29.300,2,29.300,1,,,,,,,,,,
,58.800,0,58.800,2,58.800,6,58.800,2,,,,,,,29.400,2,29.400,3,29.400,4,29.400,0,29.400,2,29.400,0,29.400,1,29.400,2,29.400,0,29.400,1,29.400,1,29.400,1,29.400,1,29.400,1,29.400,1,29.400,1,29.400,0,29.400,0,29.400,2,29.400,2,,,,,,,,,,
,59.000,0,59.000,2,59.000,3,59.000,4,,,,,,,29.500,0,29.500,0,29.500,1,29.500,2,29.500,1,29.500,1,29.500,1,29.500,1,29.500,1,29.500,1,29.500,1,29.500,0,29.500,4,29.500,0,29.500,4,29.500,2,29.500,1,29.500,1,29.500,1,29.500,0,,,,,,,,,,
,59.200,0,59.200,4,59.200,1,59.200,5,,,,,,,29.600,4,29.600,2,29.600,3,29.600,2,29.600,1,29.600,1,29.600,2,29.600,2,29.600,1,29.600,0,29.600,0,29.600,3,29.600,1,29.600,1,29.600,1,29.600,0,29.600,1,29.600,0,29.600,0,29.600,1,,,,,,,,,,
,59.400,0,59.400,4,59.400,1,59.400,4,,,,,,,29.700,1,29.700,1,29.700,2,29.700,2,29.700,1,29.700,1,29.700,1,29.700,1,29.700,0,29.700,4,29.700,1,29.700,0,29.700,3,29.700,2,29.700,2,29.700,4,29.700,2,29.700,0,29.700,1,29.700,1,,,,,,,,,,
,59.600,0,59.600,3,59.600,4,59.600,0,,,,,,,29.800,3,29.800,0,29.800,2,29.800,1,29.800,1,29.800,1,29.800,2,29.800,0,29.800,0,29.800,1,29.800,0,29.800,2,29.800,3,29.800,1,29.800,1,29.800,0,29.800,1,29.800,1,29.800,2,29.800,1,,,,,,,,,,
,59.800,0,59.800,6,59.800,6,59.800,2,,,,,,,29.900,1,29.900,2,29.900,0,29.900,0,29.900,3,29.900,2,29.900,3,29.900,1,29.900,1,29.900,2,29.900,1,29.900,0,29.900,0,29.900,1,29.900,1,29.900,1,29.900,3,29.900,2,29.900,0,29.900,0,,,,,,,,,,
,60.000,0,60.000,2,60.000,2,60.000,3,,,,,,,30.000,0,30.000,1,30.000,3,30.000,0,30.000,1,30.000,0,30.000,0,30.000,2,30.000,0,30.000,0,30.000,3,30.000,0,30.000,1,30.000,1,30.000,1,30.000,5,30.000,3,30.000,2,30.000,2,30.000,4,,,,,,,,,,
,,,60.200,2,60.200,5,60.200,0,,,,,,,30.100,0,30.100,4,30.100,1,30.100,2,30.100,1,30.100,1,30.100,0,30.100,2,30.100,2,30.100,0,30.100,0,30.100,1,30.100,0,30.100,0,30.100,0,30.100,1,30.100,2,30.100,1,30.100,1,30.100,0,,,,,,,,,,
,,,60.400,4,60.400,3,60.400,3,,,,,,,30.200,1,30.200,2,30.200,0,30.200,0,30.200,2,30.200,1,30.200,2,30.200,3,30.200,1,30.200,0,30.200,0,30.200,0,30.200,2,30.200,1,30.200,1,30.200,0,30.200,2,30.200,0,30.200,1,30.200,1,,,,,,,,,,
,,,60.600,2,60.600,4,60.600,4,,,,,,,30.300,1,30.300,1,30.300,2,30.300,3,30.300,1,30.300,1,30.300,2,30.300,0,30.300,1,30.300,0,30.300,0,30.300,2,30.300,2,30.300,0,30.300,0,30.300,2,30.300,2,30.300,0,30.300,2,30.300,0,,,,,,,,,,
,,,60.800,3,60.800,3,60.800,4,,,,,,,30.400,2,30.400,2,30.400,0,30.400,1,30.400,4,30.400,2,30.400,1,30.400,2,30.400,0,30.400,1,30.400,0,30.400,2,30.400,0,30.400,2,30.400,0,30.400,1,30.400,2,30.400,1,30.400,0,30.400,4,,,,,,,,,,
,,,61.000,1,61.000,2,61.000,0,,,,,,,30.500,2,30.500,1,30.500,2,30.500,1,30.500,1,30.500,1,30.500,1,30.500,3,30.500,2,30.500,2,30.500,1,30.500,2,30.500,1,30.500,0,30.500,0,30.500,3,30.500,1,30.500,2,30.500,1,30.500,1,,,,,,,,,,
,,,61.200,3,61.200,0,61.200,5,,,,,,,30.600,0,30.600,2,30.600,0,30.600,0,30.600,1,30.600,2,30.600,0,30.600,1,30.600,3,30.600,1,30.600,2,30.600,3,30.600,1,30.600,1,30.600,1,30.600,0,30.600,2,30.600,0,30.600,0,30.600,1,,,,,,,,,,
,,,61.400,1,61.400,1,61.400,4,,,,,,,30.700,1,30.700,1,30.700,3,30.700,1,30.700,0,30.700,0,30.700,2,30.700,1,30.700,2,30.700,1,30.700,2,30.700,1,30.700,0,30.700,1,30.700,1,30.700,2,30.700,1,30.700,0,30.700,4,30.700,3,,,,,,,,,,
,,,61.600,5,61.600,3,61.600,3,,,,,,,30.800,2,30.800,1,30.800,1,30.800,2,30.800,0,30.800,3,30.800,3,30.800,1,30.800,1,30.800,1,30.800,1,30.800,1,30.800,1,30.800,0,30.800,2,30.800,5,30.800,5,30.800,1,30.800,2,30.800,0,,,,,,,,,,
,,,61.800,2,61.800,1,61.800,4,,,,,,,30.900,1,30.900,2,30.900,1,30.900,0,30.900,0,30.900,1,30.900,1,30.900,0,30.900,3,30.900,1,30.900,1,30.900,0,30.900,1,30.900,2,30.900,2,30.900,2,30.900,0,30.900,1,30.900,3,30.900,0,,,,,,,,,,
,,,62.000,6,62.000,2,62.000,8,,,,,,,31.000,2,31.000,4,31.000,1,31.000,1,31.000,1,31.000,1,31.000,3,31.000,3,31.000,1,31.000,4,31.000,0,31.000,2,31.000,0,31.000,1,31.000,1,31.000,0,31.000,1,31.000,2,31.000,0,31.000,3,,,,,,,,,,
,,,62.200,3,62.200,1,62.200,0,,,,,,,31.100,1,31.100,2,31.100,2,31.100,1,31.100,1,31.100,0,31.100,2,31.100,2,31.100,0,31.100,2,31.100,1,31.100,0,31.100,2,31.100,2,31.100,1,31.100,3,31.100,2,31.100,0,31.100,0,31.100,3,,,,,,,,,,
,,,62.400,0,62.400,0,62.400,0,,,,,,,31.200,0,31.200,2,31.200,2,31.200,2,31.200,1,31.200,1,31.200,1,31.200,0,31.200,2,31.200,1,31.200,4,31.200,2,31.200,1,31.200,0,31.200,1,31.200,2,31.200,2,31.200,0,31.200,0,31.200,1,,,,,,,,,,
,,,62.600,2,62.600,5,62.600,1,,,,,,,31.300,1,31.300,0,31.300,1,31.300,3,31.300,0,31.300,1,31.300,1,31.300,3,31.300,0,31.300,0,31.300,0,31.300,2,31.300,2,31.300,1,31.300,0,31.300,0,31.300,0,31.300,4,31.300,1,31.300,1,,,,,,,,,,
,,,62.800,1,62.800,3,62.800,0,,,,,,,31.400,5,31.400,2,31.400,0,31.400,0,31.400,4,31.400,1,31.400,2,31.400,1,31.400,2,31.400,1,31.400,2,31.400,1,31.400,0,31.400,1,31.400,1,31.400,2,31.400,0,31.400,1,31.400,2,31.400,1,,,,,,,,,,
,,,63.000,3,63.000,0,63.000,3,,,,,,,31.500,2,31.500,1,31.500,0,31.500,0,31.500,2,31.500,0,31.500,1,31.500,1,31.500,4,31.500,1,31.500,1,31.500,2,31.500,1,31.500,0,31.500,1,31.500,2,31.500,3,31.500,3,31.500,0,31.500,0,,,,,,,,,,
,,,63.200,3,63.200,3,63.200,0,,,,,,,31.600,0,31.600,2,31.600,1,31.600,1,31.600,0,31.600,2,31.600,3,31.600,2,31.600,1,31.600,1,31.600,0,31.600,3,31.600,1,31.600,1,31.600,0,31.600,1,31.600,2,31.600,0,31.600,2,31.600,1,,,,,,,,,,
,,,63.400,2,63.400,1,63.400,1,,,,,,,31.700,2,31.700,0,31.700,1,31.700,0,31.700,1,31.700,1,31.700,1,31.700,0,31.700,0,31.700,0,31.700,0,31.700,2,31.700,1,31.700,3,31.700,1,31.700,1,31.700,3,31.700,1,31.700,0,31.700,0,,,,,,,,,,
,,,63.600,2,63.600,4,63.600,0,,,,,,,31.800,0,31.800,2,31.800,1,31.800,3,31.800,2,31.800,1,31.800,1,31.800,0,31.800,4,31.800,1,31.800,0,31.800,0,31.800,1,31.800,2,31.800,2,31.800,1,31.800,1,31.800,1,31.800,1,31.800,3,,,,,,,,,,
,,,63.800,3,63.800,1,63.800,3,,,,,,,31.900,2,31.900,2,31.900,1,31.900,4,31.900,2,31.900,1,31.900,1,31.900,0,31.900,0,31.900,0,31.900,0,31.900,0,31.900,0,31.900,0,31.900,3,31.900,1,31.900,4,31.900,1,31.900,1,31.900,3,,,,,,,,,,
,,,64.000,1,64.000,2,64.000,3,,,,,,,32.000,0,32.000,1,32.000,0,32.000,1,32.000,1,32.000,1,32.000,2,32.000,2,32.000,1,32.000,2,32.000,1,32.000,2,32.000,3,32.000,0,32.000,2,32.000,2,32.000,0,32.000,3,32.000,0,32.000,1,,,,,,,,,,
,,,64.200,4,64.200,2,64.200,4,,,,,,,32.100,0,32.100,1,32.100,1,32.100,0,32.100,1,32.100,0,32.100,0,32.100,5,32.100,2,32.100,1,32.100,0,32.100,0,32.100,0,32.100,1,32.100,2,32.100,1,32.100,0,32.100,1,32.100,0,32.100,2,,,,,,,,,,
,,,64.400,2,64.400,1,64.400,0,,,,,,,32.200,1,32.200,0,32.200,1,32.200,1,32.200,1,32.200,2,32.200,1,32.200,3,32.200,2,32.200,4,32.200,0,32.200,0,32.200,2,32.200,1,32.200,1,32.200,2,32.200,3,32.200,0,32.200,2,32.200,0,,,,,,,,,,
,,,64.600,1,64.600,3,64.600,1,,,,,,,32.300,2,32.300,1,32.300,0,32.300,0,32.300,0,32.300,2,32.300,1,32.300,1,32.300,3,32.300,2,32.300,3,32.300,0,32.300,1,32.300,1,32.300,3,32.300,3,32.300,1,32.300,3,32.300,2,32.300,1,,,,,,,,,,
,,,64.800,3,64.800,4,64.800,3,,,,,,,32.400,0,32.400,5,32.400,0,32.400,1,32.400,0,32.400,0,32.400,0,32.400,1,32.400,0,32.400,1,32.400,3,32.400,1,32.400,0,32.400,2,32.400,0,32.400,0,32.400,1,32.400,3,32.400,1,32.400,0,,,,,,,,,,
,,,65.000,1,65.000,0,65.000,3,,,,,,,32.500,1,32.500,3,32.500,3,32.500,2,32.500,0,32.500,1,32.500,2,32.500,1,32.500,0,32.500,1,32.500,3,32.500,1,32.500,1,32.500,1,32.500,1,32.500,0,32.500,3,32.500,1,32.500,0,32.500,2,,,,,,,,,,
,,,65.200,3,65.200,2,65.200,4,,,,,,,32.600,0,32.600,0,32.600,1,32.600,1,32.600,4,32.600,0,32.600,0,32.600,1,32.600,0,32.600,1,32.600,2,32.600,4,32.600,1,32.600,0,32.600,2,32.600,1,32.600,3,32.600,2,32.600,1,32.600,1,,,,,,,,,,
,,,65.400,2,65.400,0,65.400,4,,,,,,,32.700,0,32.700,1,32.700,0,32.700,0,32.700,2,32.700,1,32.700,0,32.700,0,32.700,1,32.700,3,32.700,2,32.700,1,32.700,0,32.700,1,32.700,1,32.700,1,32.700,1,32.700,2,32.700,1,32.700,1,,,,,,,,,,
,,,65.600,2,65.600,4,65.600,4,,,,,,,32.800,1,32.800,2,32.800,2,32.800,1,32.800,2,32.800,1,32.800,0,32.800,0,32.800,5,32.800,4,32.800,0,32.800,1,32.800,4,32.800,0,32.800,2,32.800,0,32.800,1,32.800,1,32.800,1,32.800,1,,,,,,,,,,
,,,65.800,3,65.800,1,65.800,1,,,,,,,32.900,0,32.900,2,32.900,0,32.900,2,32.900,0,32.900,0,32.900,3,32.900,0,32.900,0,32.900,0,32.900,3,32.900,0,32.900,1,32.900,1,32.900,0,32.900,2,32.900,4,32.900,1,32.900,0,32.900,3,,,,,,,,,,
,,,66.000,3,66.000,0,66.000,3,,,,,,,33.000,1,33.000,3,33.000,2,33.000,1,33.000,0,33.000,2,33.000,1,33.000,0,33.000,0,33.000,1,33.000,0,33.000,2,33.000,1,33.000,1,33.000,1,33.000,1,33.000,0,33.000,1,33.000,0,33.000,0,,,,,,,,,,
,,,66.200,0,66.200,1,66.200,1,,,,,,,33.100,1,33.100,3,33.100,0,33.100,0,33.100,1,33.100,1,33.100,2,33.100,0,33.100,2,33.100,1,33.100,0,33.100,0,33.100,0,33.100,1,33.100,1,33.100,1,33.100,1,33.100,0,33.100,1,33.100,2,,,,,,,,,,
,,,66.400,3,66.400,2,66.400,1,,,,,,,33.200,1,33.200,1,33.200,1,33.200,2,33.200,0,33.200,1,33.200,1,33.200,3,33.200,2,33.200,2,33.200,1,33.200,2,33.200,2,33.200,2,33.200,1,33.200,0,33.200,0,33.200,0,33.200,1,33.200,0,,,,,,,,,,
,,,66.600,1,66.600,2,66.600,3,,,,,,,33.300,4,33.300,1,33.300,1,33.300,2,33.300,1,33.300,0,33.300,0,33.300,0,33.300,0,33.300,1,33.300,1,33.300,1,33.300,1,33.300,1,33.300,3,33.300,2,33.300,0,33.300,1,33.300,1,33.300,1,,,,,,,,,,
,,,66.800,3,66.800,5,66.800,1,,,,,,,33.400,2,33.400,0,33.400,0,33.400,2,33.400,2,33.400,2,33.400,4,33.400,1,33.400,2,33.400,1,33.400,0,33.400,1,33.400,2,33.400,2,33.400,1,33.400,0,33.400,0,33.400,0,33.400,0,33.400,0,,,,,,,,,,
,,,67.000,2,67.000,2,67.000,3,,,,,,,33.500,0,33.500,3,33.500,3,33.500,2,33.500,2,33.500,1,33.500,2,33.500,1,33.500,1,33.500,1,33.500,1,33.500,1,33.500,3,33.500,0,33.500,0,33.500,1,33.500,1,33.500,1,33.500,1,33.500,0,,,,,,,,,,
,,,67.200,3,67.200,3,67.200,1,,,,,,,33.600,0,33.600,0,33.600,0,33.600,3,33.600,1,33.600,1,33.600,3,33.600,1,33.600,0,33.600,0,33.600,2,33.600,2,33.600,0,33.600,0,33.600,3,33.600,1,33.600,1,33.600,2,33.600,1,33.600,1,,,,,,,,,,
,,,67.400,3,67.400,3,67.400,7,,,,,,,33.700,3,33.700,1,33.700,1,33.700,3,33.700,2,33.700,1,33.700,0,33.700,0,33.700,0,33.700,0,33.700,1,33.700,0,33.700,1,33.700,1,33.700,0,33.700,2,33.700,1,33.700,0,33.700,2,33.700,1,,,,,,,,,,
,,,67.600,3,67.600,4,67.600,2,,,,,,,33.800,0,33.800,1,33.800,2,33.800,0,33.800,0,33.800,1,33.800,0,33.800,1,33.800,0,33.800,1,33.800,1,33.800,2,33.800,3,33.800,1,33.800,2,33.800,2,33.800,1,33.800,1,33.800,0,33.800,2,,,,,,,,,,
,,,67.800,0,67.800,3,67.800,1,,,,,,,33.900,0,33.900,1,33.900,0,33.900,2,33.900,1,33.900,1,33.900,1,33.900,0,33.900,5,33.900,1,33.900,1,33.900,1,33.900,3,33.900,1,33.900,2,33.900,0,33.900,1,33.900,0,33.900,1,33.900,2,,,,,,,,,,
,,,68.000,1,68.000,0,68.000,2,,,,,,,34.000,0,34.000,1,34.000,1,34.000,2,34.000,1,34.000,1,34.000,0,34.000,1,34.000,1,34.000,0,34.000,1,34.000,3,34.000,0,34.000,1,34.000,1,34.000,0,34.000,1,34.000,0,34.000,1,34.000,3,,,,,,,,,,
,,,68.200,3,68.200,3,68.200,0,,,,,,,34.100,2,34.100,2,34.100,0,34.100,0,34.100,3,34.100,1,34.100,2,34.100,1,34.100,1,34.100,0,34.100,1,34.100,2,34.100,3,34.100,1,34.100,0,34.100,1,34.100,2,34.100,0,34.100,0,34.100,1,,,,,,,,,,
,,,68.400,3,68.400,3,68.400,1,,,,,,,34.200,0,34.200,3,34.200,0,34.200,0,34.200,1,34.200,2,34.200,1,34.200,4,34.200,0,34.200,0,34.200,0,34.200,0,34.200,1,34.200,2,34.200,1,34.200,1,34.200,4,34.200,2,34.200,0,34.200,1,,,,,,,,,,
,,,68.600,2,68.600,1,68.600,2,,,,,,,34.300,2,34.300,2,34.300,0,34.300,0,34.300,2,34.300,3,34.300,3,34.300,4,34.300,2,34.300,3,34.300,1,34.300,0,34.300,1,34.300,1,34.300,0,34.300,2,34.300,1,34.300,1,34.300,0,34.300,0,,,,,,,,,,
,,,68.800,1,68.800,0,68.800,0,,,,,,,34.400,0,34.400,0,34.400,2,34.400,0,34.400,2,34.400,0,34.400,1,34.400,0,34.400,2,34.400,1,34.400,0,34.400,3,34.400,2,34.400,0,34.400,0,34.400,3,34.400,0,34.400,2,34.400,3,34.400,0,,,,,,,,,,
,,,69.000,3,69.000,3,69.000,2,,,,,,,34.500,2,34.500,2,34.500,1,34.500,0,34.500,1,34.500,1,34.500,0,34.500,1,34.500,1,34.500,2,34.500,0,34.500,0,34.500,1,34.500,1,34.500,1,34.500,1,34.500,0,34.500,0,34.500,2,34.500,0,,,,,,,,,,
,,,69.200,1,69.200,1,69.200,4,,,,,,,34.600,0,34.600,1,34.600,2,34.600,1,34.600,0,34.600,1,34.600,0,34.600,2,34.600,0,34.600,0,34.600,2,34.600,0,34.600,2,34.600,3,34.600,0,34.600,0,34.600,1,34.600,2,34.600,3,34.600,0,,,,,,,,,,
,,,69.400,1,69.400,5,69.400,2,,,,,,,34.700,0,34.700,1,34.700,0,34.700,1,34.700,1,34.700,2,34.700,0,34.700,2,34.700,2,34.700,2,34.700,3,34.700,2,34.700,1,34.700,1,34.700,0,34.700,0,34.700,1,34.700,1,34.700,0,34.700,1,,,,,,,,,,
,,,69.600,1,69.600,1,69.600,4,,,,,,,34.800,2,34.800,0,34.800,0,34.800,0,34.800,3,34.800,2,34.800,1,34.800,1,34.800,0,34.800,0,34.800,3,34.800,1,34.800,0,34.800,2,34.800,0,34.800,0,34.800,0,34.800,1,34.800,1,34.800,1,,,,,,,,,,
,,,69.800,2,69.800,2,69.800,2,,,,,,,34.900,1,34.900,0,34.900,4,34.900,0,34.900,1,34.900,1,34.900,4,34.900,1,34.900,1,34.900,0,34.900,2,34.900,2,34.900,1,34.900,0,34.900,1,34.900,3,34.900,1,34.900,2,34.900,2,34.900,1,,,,,,,,,,
,,,70.000,2,70.000,0,70.000,3,,,,,,,35.000,1,35.000,0,35.000,1,35.000,1,35.000,0,35.000,2,35.000,1,35.000,2,35.000,1,35.000,2,35.000,0,35.000,1,35.000,2,35.000,0,35.000,1,35.000,1,35.000,1,35.000,1,35.000,3,35.000,1,,,,,,,,,,
,,,70.200,1,70.200,2,70.200,0,,,,,,,35.100,1,35.100,1,35.100,1,35.100,0,35.100,1,35.100,0,35.100,1,35.100,2,35.100,1,35.100,2,35.100,1,35.100,2,35.100,0,35.100,1,35.100,0,35.100,3,35.100,0,35.100,2,35.100,1,35.100,0,,,,,,,,,,
,,,70.400,1,70.400,3,70.400,1,,,,,,,35.200,0,35.200,0,35.200,0,35.200,1,35.200,0,35.200,1,35.200,0,35.200,1,35.200,1,35.200,2,35.200,0,35.200,0,35.200,0,35.200,1,35.200,1,35.200,0,35.200,1,35.200,0,35.200,0,35.200,0,,,,,,,,,,
,,,70.600,2,70.600,4,70.600,2,,,,,,,35.300,1,35.300,3,35.300,1,35.300,1,35.300,1,35.300,4,35.300,1,35.300,1,35.300,2,35.300,1,35.300,1,35.300,0,35.300,1,35.300,0,35.300,0,35.300,0,35.300,0,35.300,1,35.300,1,35.300,1,,,,,,,,,,
,,,70.800,3,70.800,1,70.800,8,,,,,,,35.400,0,35.400,0,35.400,0,35.400,0,35.400,3,35.400,2,35.400,0,35.400,2,35.400,0,35.400,1,35.400,2,35.400,3,35.400,0,35.400,1,35.400,1,35.400,1,35.400,0,35.400,0,35.400,1,35.400,2,,,,,,,,,,
,,,71.000,3,71.000,2,71.000,5,,,,,,,35.500,0,35.500,1,35.500,1,35.500,0,35.500,0,35.500,0,35.500,0,35.500,2,35.500,0,35.500,0,35.500,0,35.500,1,35.500,2,35.500,0,35.500,0,35.500,1,35.500,0,35.500,0,35.500,0,35.500,0,,,,,,,,,,
,,,71.200,2,71.200,1,71.200,3,,,,,,,35.600,0,35.600,2,35.600,0,35.600,1,35.600,1,35.600,0,35.600,1,35.600,0,35.600,0,35.600,2,35.600,2,35.600,0,35.600,2,35.600,1,35.600,0,35.600,0,35.600,2,35.600,0,35.600,3,35.600,3,,,,,,,,,,
,,,71.400,2,71.400,1,71.400,4,,,,,,,35.700,2,35.700,1,35.700,0,35.700,1,35.700,0,35.700,0,35.700,1,35.700,0,35.700,2,35.700,0,35.700,0,35.700,1,35.700,5,35.700,0,35.700,0,35.700,0,35.700,0,35.700,0,35.700,0,35.700,0,,,,,,,,,,
,,,71.600,2,71.600,5,71.600,2,,,,,,,35.800,1,35.800,2,35.800,2,35.800,0,35.800,1,35.800,2,35.800,1,35.800,1,35.800,1,35.800,2,35.800,1,35.800,0,35.800,2,35.800,1,35.800,0,35.800,2,35.800,1,35.800,3,35.800,1,35.800,1,,,,,,,,,,
